"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"gene41221",9.7349594419632e-123,2.05913401091424,0.938,0.11,1.91949354845693e-116,"10","gene4122"
"ZCRB11",1.27868771742471e-122,1.96590086136943,0.914,0.099,2.52125634289531e-116,"10","ZCRB1"
"gene8112",1.35895977569711e-122,1.59363437943736,0.877,0.087,2.67953301461011e-116,"10","gene8112"
"gene63931",1.45999874192819e-122,1.96323422457032,0.926,0.103,2.87875689939314e-116,"10","gene6393"
"gene108741",2.96137598691058e-122,1.86438331515973,0.938,0.106,5.8391019863189e-116,"10","gene10874"
"gene46592",3.32673950388491e-122,1.81948645760962,0.889,0.09,6.55950859700358e-116,"10","gene4659"
"IMMP1L",4.93101327549578e-122,2.93265693479855,0.963,0.121,9.72274021899863e-116,"10","IMMP1L"
"gene4099",5.27124903923717e-122,1.88930586351134,0.864,0.085,1.0393601106863e-115,"10","gene4099"
"gene27951",7.75218201332859e-122,2.3384517227025,0.963,0.117,1.52853881413267e-115,"10","gene2795"
"gene66542",7.84352731365646e-122,2.10613204122524,0.988,0.123,1.54654985112841e-115,"10","gene6654"
"gene84572",1.9370012327986e-121,3.24949097001093,1,0.137,3.81928799177434e-115,"10","gene8457"
"TIMM211",2.20529764575796e-121,2.57814054858401,1,0.135,4.34830224891619e-115,"10","TIMM21"
"UCP2",2.52906680915308e-121,1.59455607850769,0.938,0.102,4.98669506814801e-115,"10","UCP2"
"gene15991",2.74594124328761e-121,1.88136548164608,0.877,0.094,5.41431788427608e-115,"10","gene1599"
"gene3728",3.18046433385233e-121,2.18313761238466,0.914,0.101,6.27109009166633e-115,"10","gene3728"
"gene43661",3.59856133540823e-121,1.69169776171084,0.864,0.085,7.09547410877518e-115,"10","gene4366"
"gene8526",3.7676140426475e-121,2.0335635830393,0.901,0.101,7.42880429143233e-115,"10","gene8526"
"gene2821",4.14612009873853e-121,1.62368477803243,0.926,0.101,8.17512474304799e-115,"10","gene2821"
"ACN91",4.9586503979994e-121,2.48305671683502,0.975,0.126,9.77723379820651e-115,"10","ACN9"
"gene7847",6.07083237112261e-121,1.70961286898574,0.852,0.083,1.19701819402581e-114,"10","gene7847"
"gene17271",6.10349690057511e-121,1.53721282280728,0.877,0.088,1.20345883241997e-114,"10","gene1727"
"gene132061",7.5162823097123e-121,2.75119082252449,0.975,0.132,1.48202521930222e-114,"10","gene13206"
"gene71031",8.26870048409055e-121,2.23623963061308,0.951,0.116,1.6303834985607e-114,"10","gene7103"
"gene2947",9.47154423149499e-121,2.00872785100378,0.914,0.103,1.86755457530829e-114,"10","gene2947"
"RFWD22",9.97438987791351e-121,2.27946087483457,0.938,0.114,1.96670331649456e-114,"10","RFWD2"
"MAU2",1.01675727709186e-120,2.05562358782176,0.926,0.108,2.0047942113777e-114,"10","MAU2"
"gene48381",1.13441818158739e-120,2.19201233308427,0.889,0.096,2.23679245279948e-114,"10","gene4838"
"CYB561D2.11",1.91560382501242e-120,1.80759702667507,0.914,0.102,3.77709758877971e-114,"10","CYB561D2.1"
"DLGAP1",2.13509691106863e-120,1.6582207641445,0.926,0.102,4.2098837396903e-114,"10","DLGAP1"
"gene36231",2.21079052912011e-120,2.2120481442066,0.901,0.1,4.35913285816416e-114,"10","gene3623"
"MPI1",2.73270688516312e-120,1.61017654207583,0.864,0.085,5.38822299894104e-114,"10","MPI"
"gene6352",2.85890330638179e-120,2.47311240565386,0.951,0.119,5.63705117106821e-114,"10","gene6352"
"gene696",2.93895579758301e-120,2.04233820365831,0.889,0.096,5.7948949107517e-114,"10","gene696"
"WDR911",2.95457401703356e-120,2.62811106187959,0.963,0.12,5.82569018180798e-114,"10","WDR91"
"ERH1",6.28874109448911e-120,2.71079457174993,0.975,0.129,1.23998441192822e-113,"10","ERH"
"gene5888",6.34687724551221e-120,1.74979391555204,0.889,0.096,1.25144742494704e-113,"10","gene5888"
"gene62291",8.2300303904455e-120,2.98380719823867,0.951,0.113,1.62275871124521e-113,"10","gene6229"
"LAMDM(0)1",1.03179658392784e-119,3.3085512986189,0.988,0.137,2.03444800974948e-113,"10","LAMDM(0)"
"gene18761",1.12277870118585e-119,2.03381490401593,0.901,0.1,2.2138422723993e-113,"10","gene1876"
"KIAA12791",1.21176132071277e-119,1.89681522469478,0.914,0.103,2.38929401939937e-113,"10","KIAA1279"
"BCS1L",1.50101363509885e-119,2.44235278378315,0.951,0.122,2.95962813804707e-113,"10","BCS1L"
"C8orf821",3.53023694206889e-119,2.18614514290414,0.926,0.109,6.96075528123515e-113,"10","C8orf82"
"gene20851",5.07865515287984e-119,1.79833139674135,0.864,0.089,1.00138535336563e-112,"10","gene2085"
"Y-f",5.31492944575251e-119,3.36388545295017,1,0.145,1.04797280794508e-112,"10","Y-f"
"CHAC21",5.68524762351913e-119,1.94461631257737,0.926,0.107,1.12099040574167e-112,"10","CHAC2"
"POLR3C1",6.03444148274712e-119,2.37806020049406,0.988,0.137,1.18984280969311e-112,"10","POLR3C"
"gene98101",1.01986233037077e-118,1.7053949337803,0.877,0.091,2.01091660949555e-112,"10","gene9810"
"MPV172",1.47445074756052e-118,2.10042920487678,0.938,0.112,2.90725268485469e-112,"10","MPV17"
"gene700",1.86143183654056e-118,1.79627736661508,0.889,0.096,3.67028380799436e-112,"10","gene700"
"gene105401",2.27674123577118e-118,2.67900018033274,0.975,0.13,4.48917136185553e-112,"10","gene10540"
"SNAPC31",2.68347782541011e-118,2.02327798380646,0.963,0.122,5.29115545268585e-112,"10","SNAPC3"
"gene121792",2.69059025679885e-118,2.16716245835825,0.938,0.114,5.3051794106139e-112,"10","gene12179"
"gene3850",2.88096917652656e-118,1.92320901202969,0.926,0.108,5.68055961672377e-112,"10","gene3850"
"COG5",2.91193751166043e-118,1.84610817411024,0.926,0.111,5.74162152442898e-112,"10","COG5"
"gene125511",3.41480372954113e-118,1.71539995521168,0.889,0.095,6.73314949813392e-112,"10","gene12551"
"gene11287",4.06401148663748e-118,1.70934211829697,0.864,0.089,8.01322684081192e-112,"10","gene11287"
"BRF11",5.35754710635154e-118,1.50378410438941,0.852,0.085,1.056375957959e-111,"10","BRF1"
"gene17291",8.12443394450434e-118,1.82611427885081,0.877,0.091,1.60193770033783e-111,"10","gene1729"
"gene56171",1.05761142190903e-117,2.70313382731036,0.951,0.124,2.08534849398339e-111,"10","gene5617"
"gene21201",1.54756645167709e-117,1.94077507571575,0.914,0.108,3.05141879379366e-111,"10","gene2120"
"gene6805",1.80678687297855e-117,2.12373854096787,0.951,0.12,3.56253743715608e-111,"10","gene6805"
"gene32043",2.33104133806158e-117,2.0702149840796,0.951,0.118,4.59623775144694e-111,"10","gene3204"
"gene58672",2.65214094836809e-117,1.92664766563523,0.877,0.095,5.22936687136762e-111,"10","gene5867"
"RNF2202",5.30921763792243e-117,1.65372916334337,0.951,0.113,1.04684658052265e-110,"10","RNF220"
"gene8591",6.36780951158067e-117,1.66981375411033,0.864,0.088,1.25557475078877e-110,"10","gene859"
"TASP11",7.96541872522937e-117,2.24056187076934,0.926,0.114,1.57058382677272e-110,"10","TASP1"
"gene43422",1.0946415635801e-116,2.25735711331232,0.938,0.119,2.15836278691374e-110,"10","gene4342"
"gene58011",1.22785779017149e-116,1.76395964634236,0.877,0.096,2.42103228134401e-110,"10","gene5801"
"gene36491",1.84284927963851e-116,2.76167538800268,0.988,0.142,3.63364359567507e-110,"10","gene3649"
"REV12",2.09832554738899e-116,2.0131243893046,0.877,0.098,4.13737969304089e-110,"10","REV1"
"gene57301",2.2593089536664e-116,1.76641948503016,0.914,0.107,4.45479920731859e-110,"10","gene5730"
"gene78061",3.15632650153884e-116,2.13246221237713,0.951,0.118,6.22349624838871e-110,"10","gene7806"
"AMACR",4.91618551558769e-116,1.79802512258319,0.877,0.095,9.69350353891658e-110,"10","AMACR"
"gene133112",5.39280773074007e-116,2.11002400010005,0.877,0.097,1.06332848215099e-109,"10","gene13311"
"PMCA",7.66354746576674e-116,1.6849597815774,0.864,0.09,1.5110622706268e-109,"10","PMCA"
"gene145491",9.77127869742247e-116,2.12893798189659,0.914,0.111,1.92665480854789e-109,"10","gene14549"
"gene11222",1.05354282539712e-115,2.56624009327309,0.975,0.136,2.07732622660525e-109,"10","gene1122"
"CSNK1E1",1.09903434055958e-115,1.7162757844315,0.864,0.091,2.16702425810138e-109,"10","CSNK1E"
"gene5586",1.11223264747484e-115,2.55606574728168,0.988,0.141,2.19304805935646e-109,"10","gene5586"
"gene135691",1.44014884813731e-115,1.96605329955461,0.926,0.113,2.83961781176128e-109,"10","gene13569"
"gene101041",1.56457851420514e-115,1.64935557393189,0.852,0.088,3.08496237911953e-109,"10","gene10104"
"PSMG4.1",1.67169040869799e-115,2.63477346401874,0.951,0.126,3.29616057842149e-109,"10","PSMG4.1"
"gene111661",2.21298100122832e-115,2.07787510483548,0.926,0.118,4.36345192811495e-109,"10","gene11166"
"FIG4",3.3941957613418e-115,1.75219430880936,0.864,0.093,6.69251567501298e-109,"10","FIG4"
"gene14043",6.47671468786525e-115,1.79105512491827,0.864,0.093,1.27704816159424e-108,"10","gene14043"
"ARFRP11",7.53617352672365e-115,1.58452287774835,0.901,0.1,1.48594727598379e-108,"10","ARFRP1"
"gene52262",8.89962734701148e-115,2.04845041366363,0.963,0.129,1.75478669203519e-108,"10","gene5226"
"cid.12",1.03716326079763e-114,2.43762920527478,0.914,0.109,2.04502977096751e-108,"10","cid.1"
"gene21182",1.05523214842799e-114,1.92466082995334,0.938,0.119,2.08065715435933e-108,"10","gene2118"
"gene63761",1.18016579743008e-114,2.03604983308825,0.938,0.116,2.32699545158015e-108,"10","gene6376"
"gene85071",1.3694817591159e-114,2.77631392977144,0.975,0.138,2.70027976698205e-108,"10","gene8507"
"gene109872",1.37748909915059e-114,2.39984386304044,0.963,0.133,2.71606826371748e-108,"10","gene10987"
"gene40421",1.82371662274551e-114,1.72818745936267,0.889,0.101,3.59591872204832e-108,"10","gene4042"
"TUBA1C1",1.82792371306883e-114,2.3346295625207,0.852,0.091,3.6042140650146e-108,"10","TUBA1C"
"gene50812",1.86225983973792e-114,1.86328175482802,0.914,0.109,3.67191642578276e-108,"10","gene5081"
"RABGGTB",2.31930889486141e-114,1.71935045327994,0.889,0.102,4.57310427136966e-108,"10","RABGGTB"
"gene26791",2.32467593604417e-114,1.8837044725814,0.864,0.093,4.58368675092289e-108,"10","gene2679"
"gene48442",2.71094834270536e-114,2.76965299316281,0.988,0.143,5.34532052757433e-108,"10","gene4844"
"gene96983",2.95186669372191e-114,1.8586894835968,0.901,0.104,5.82035200894626e-108,"10","gene9698"
"gene10582",3.11804928666181e-114,1.86892436351332,0.938,0.117,6.14802303512327e-108,"10","gene1058"
"METTL181",3.36724142891705e-114,2.53544490531869,0.963,0.133,6.63936838919149e-108,"10","METTL18"
"gene1967",4.87051832286779e-114,1.46632798236724,0.864,0.091,9.60345911466954e-108,"10","gene1967"
"gene102612",4.88017883415052e-114,3.08886528851076,0.988,0.148,9.62250725677279e-108,"10","gene10261"
"gene140341",8.19890057076534e-114,2.95429626698787,0.963,0.135,1.61662067971083e-107,"10","gene14034"
"IAP1",8.31230212322683e-114,1.69517713128228,0.864,0.095,1.63898066483789e-107,"10","IAP1"
"gene5518",1.82216474346631e-113,1.91098626706411,0.914,0.108,3.59285879942392e-107,"10","gene5518"
"gene83791",1.89186161710419e-113,2.26779371149887,0.988,0.137,3.73028381911004e-107,"10","gene8379"
"gene37302",2.07494684827059e-113,2.2085276291496,0.938,0.124,4.09128267291808e-107,"10","gene3730"
"CCDC51",2.29170560391293e-113,1.92609768091985,0.901,0.105,4.51867739963213e-107,"10","CCDC51"
"gene77182",3.76395465934277e-113,2.04996597725546,0.951,0.125,7.42158889142308e-107,"10","gene7718"
"gene58461",4.79657967037063e-113,2.16336297094192,0.963,0.131,9.4576703547923e-107,"10","gene5846"
"NUP54",6.18883516662518e-113,1.59410139995338,0.852,0.091,1.22028543062987e-106,"10","NUP54"
"gene107481",8.81470239786566e-113,2.28228899637907,0.975,0.142,1.73804158970988e-106,"10","gene10748"
"gene38142",8.87078108041375e-113,1.82481434508266,0.914,0.113,1.74909892076491e-106,"10","gene3814"
"gene1824",9.38277070927986e-113,2.34837025152807,0.963,0.134,1.85005062943347e-106,"10","gene1824"
"gene69071",1.05170453944756e-112,1.97142261776498,0.914,0.112,2.07370158076934e-106,"10","gene6907"
"mRpL531",1.15089680109174e-112,2.21725461700609,0.926,0.117,2.26928422024304e-106,"10","mRpL53"
"DGCR14",1.67672422312681e-112,2.05756535571107,0.901,0.109,3.30608601712296e-106,"10","DGCR14"
"gene14551",2.24058398061005e-112,2.44028269897899,0.938,0.127,4.4178781855198e-106,"10","gene14551"
"gene76132",3.26455427585616e-112,1.89665101036001,0.901,0.108,6.43689468708222e-106,"10","gene7613"
"gene74941",4.92470691911125e-112,2.40689358948029,0.975,0.14,9.71030564187837e-106,"10","gene7494"
"ALG10",5.20849689650832e-112,2.49764904170849,0.988,0.145,1.0269869381181e-105,"10","ALG10"
"RXRA",5.92275409480332e-112,1.76420071433636,0.889,0.103,1.16782081546907e-105,"10","RXRA"
"INTS10",6.16347248935266e-112,1.65346784520053,0.864,0.096,1.21528453712986e-105,"10","INTS10"
"gene5485",6.67870550924335e-112,1.859046283531,0.877,0.103,1.31687576239671e-105,"10","gene5485"
"gene125182",8.76724131788445e-112,2.42803291336022,0.975,0.143,1.72868343702626e-105,"10","gene12518"
"gene116261",9.28780575248513e-112,1.75083151657483,0.877,0.101,1.83132588558798e-105,"10","gene11626"
"ALKBH61",9.63891575384053e-112,1.43796343389527,0.864,0.09,1.90055610543823e-105,"10","ALKBH6"
"gene2185",1.02820425151331e-111,1.99957261394514,0.951,0.126,2.02736481753413e-105,"10","gene2185"
"gene71462",1.26029216321851e-111,1.82004355569731,0.889,0.104,2.48498485370259e-105,"10","gene7146"
"DBR1",1.37911965221778e-111,1.72711132070444,0.852,0.094,2.71928331161936e-105,"10","DBR1"
"TUBA8",1.44673424470603e-111,3.09132310596041,0.988,0.147,2.85260258720185e-105,"10","TUBA8"
"gene31832",1.49628869843668e-111,2.43854549304194,0.975,0.141,2.95031173000863e-105,"10","gene3183"
"gene13066",1.84028974861014e-111,2.33064247088271,0.926,0.118,3.6285968326913e-105,"10","gene13066"
"RNPC31",2.50516621768052e-111,2.01499372837072,0.926,0.121,4.93956900521022e-105,"10","RNPC3"
"RBM171",3.04773186895785e-111,2.19958867807474,0.951,0.133,6.00937445581326e-105,"10","RBM17"
"DHRS11.3",3.62414690164845e-111,2.68155735052483,0.938,0.13,7.14592252576603e-105,"10","DHRS11.3"
"gene64742",5.85273683817807e-111,1.69119629441724,0.852,0.094,1.15401514188881e-104,"10","gene6474"
"C6orf1361",5.94848824292387e-111,2.28667142696914,0.963,0.133,1.17289495384499e-104,"10","C6orf136"
"gene44642",6.55124896895619e-111,1.75830039680545,0.864,0.098,1.29174448082863e-104,"10","gene4464"
"gene78671",7.57319329886147e-111,1.70626821186171,0.864,0.095,1.493246660661e-104,"10","gene7867"
"WARS22",8.88137885811599e-111,2.14512441190965,0.975,0.141,1.75118854076268e-104,"10","WARS2"
"gene31231",9.4300758073798e-111,1.87326765341957,0.889,0.105,1.85937802634285e-104,"10","gene3123"
"gene77521",1.1116867720093e-110,1.98861918851954,0.938,0.122,2.19197172776965e-104,"10","gene7752"
"GLE11",1.37312175816677e-110,2.48898880750959,0.975,0.145,2.7074569460306e-104,"10","GLE1"
"gene84302",1.3829347670517e-110,1.95701114368864,0.914,0.114,2.72680577573849e-104,"10","gene8430"
"gene94592",1.48654600232171e-110,2.16088663633433,0.901,0.111,2.93110153971584e-104,"10","gene9459"
"spz",1.60304007993388e-110,2.292469744931,0.951,0.135,3.16079908672988e-104,"10","spz"
"gene116963",2.13017641244836e-110,2.0327432045371,0.963,0.133,4.20018173177429e-104,"10","gene11696"
"gene78232",2.15221411535906e-110,1.81364563940642,0.926,0.117,4.24363463860157e-104,"10","gene7823"
"TTC1",2.24698740389144e-110,1.99912545504357,0.877,0.102,4.43050415458515e-104,"10","TTC1"
"gene144771",3.67714688534002e-110,1.88593679985968,0.926,0.116,7.25042540260985e-104,"10","gene14477"
"GLUL.12",5.93075342941429e-110,2.83990112316706,0.963,0.145,1.16939808667079e-103,"10","GLUL.1"
"C15orf401",6.21862890567452e-110,2.1186252855889,0.889,0.108,1.22616002006505e-103,"10","C15orf40"
"gene9785",6.50979064091237e-110,1.81934859196463,0.852,0.098,1.28356992255909e-103,"10","gene9785"
"gene9590",8.26661881772546e-110,1.63827308645763,0.852,0.094,1.62997304537066e-103,"10","gene9590"
"gene109812",9.68762630952139e-110,1.57106881504941,0.889,0.103,1.91016062386777e-103,"10","gene10981"
"gene29731",1.19327497498054e-109,2.00121109780964,0.938,0.126,2.35284351174281e-103,"10","gene2973"
"gene72001",1.35379754584468e-109,2.19182251881174,0.938,0.123,2.66935437241189e-103,"10","gene7200"
"imd",1.70228014931675e-109,1.82278121593413,0.901,0.11,3.35647599125575e-103,"10","imd"
"gene117741",2.31024885837168e-109,2.17547413456208,0.926,0.126,4.55524011724093e-103,"10","gene11774"
"gene3112",2.46797818859724e-109,1.69456271120943,0.852,0.095,4.86624339730117e-103,"10","gene3112"
"BRMS1L2",2.53801171344508e-109,1.91477986718281,0.926,0.118,5.00433221002048e-103,"10","BRMS1L"
"PPWD12",3.04388698929321e-109,1.90139048995563,0.926,0.123,6.00179330279985e-103,"10","PPWD1"
"gene70232",3.07848098051832e-109,2.04550021045143,0.926,0.121,6.07000410877994e-103,"10","gene7023"
"gene13531",4.31907342720624e-109,1.9053888166699,0.914,0.116,8.51614598731418e-103,"10","gene1353"
"gene26611",4.44536289733893e-109,1.77965018028903,0.864,0.1,8.76515762891673e-103,"10","gene2661"
"gene54122",4.54745138735977e-109,2.15274789069493,0.926,0.124,8.96645091538079e-103,"10","gene5412"
"gene77771",5.75838294621233e-109,1.87911732093057,0.926,0.122,1.1354108849343e-102,"10","gene7777"
"gene29482",2.79629039636414e-108,2.01629676717349,0.975,0.146,5.51359397790217e-102,"10","gene2948"
"gene38451",2.86130507773926e-108,2.01306582159888,0.951,0.138,5.64178687094761e-102,"10","gene3845"
"NDOR1.11",3.23978951551342e-108,1.66855110820973,0.901,0.111,6.38806469658213e-102,"10","NDOR1.1"
"gene80323",3.26468496650656e-108,2.48184350596929,0.926,0.129,6.43715237676421e-102,"10","gene8032"
"MNS1.12",7.26858775037151e-108,2.10865837566217,0.938,0.131,1.43318597025583e-101,"10","MNS1.1"
"RNF4.12",8.32281999541532e-108,2.06743561616529,0.889,0.109,1.64105452944201e-101,"10","RNF4.1"
"TSPAN132",1.15848329688976e-107,1.95600909945416,0.914,0.117,2.28424291609227e-101,"10","TSPAN13"
"gene5625",1.96874941298235e-107,1.45667978139341,0.852,0.094,3.88188756129619e-101,"10","gene5625"
"THOC32",2.96772419664974e-107,2.25548499238828,0.963,0.142,5.85161908791672e-101,"10","THOC3"
"PDS5A",3.27286833573185e-107,1.56012040414094,0.864,0.098,6.45328795958428e-101,"10","PDS5A"
"FTSJ21",3.63523190947958e-107,2.22789904159974,0.877,0.109,7.1677794232121e-101,"10","FTSJ2"
"gene10789",5.55089155683047e-107,2.28051509350154,0.914,0.127,1.09449870798552e-100,"10","gene10789"
"gene139821",6.27903627377071e-107,2.3008933330055,0.938,0.134,1.23807086099162e-100,"10","gene13982"
"gene48321",6.76179544881662e-107,1.92607622417736,0.914,0.12,1.33325904615905e-100,"10","gene4832"
"Cyp6a9.41",1.23722811486212e-106,2.00337936071367,0.877,0.109,2.43950824716372e-100,"10","Cyp6a9.4"
"gene70252",1.27456937675589e-106,2.48739031970328,0.951,0.144,2.51313599232655e-100,"10","gene7025"
"gene52",1.43932333126574e-106,1.66673692613142,0.889,0.109,2.83799009639321e-100,"10","gene5"
"gene26671",1.78323510319032e-106,2.15186879972596,0.926,0.125,3.51609916442083e-100,"10","gene2667"
"gene144732",2.74559166696938e-106,1.62805879363424,0.889,0.109,5.41362860612188e-100,"10","gene14473"
"UTP11L2",3.07199530556229e-106,2.53307682922331,0.963,0.147,6.05721595972836e-100,"10","UTP11L"
"COQ21",3.66809595874938e-106,1.77320614260323,0.864,0.104,7.23257921095197e-100,"10","COQ2"
"DERL11",4.00474087814966e-106,1.92630765557196,0.926,0.126,7.89635984071422e-100,"10","DERL1"
"gene142081",5.28894512419095e-106,1.98457316323723,0.864,0.107,1.04284934154589e-99,"10","gene14208"
"gene97762",6.2965620034039e-106,1.73908792252161,0.975,0.142,1.24152650198977e-99,"10","gene9776"
"gene6874",9.942061022542e-106,2.52927514267604,0.963,0.148,1.96032886473803e-99,"10","gene687"
"COX7A13",1.01142812704814e-105,2.59992061469366,0.963,0.143,1.99428644379155e-99,"10","COX7A1"
"gene42841",1.23632570330893e-105,1.76562538057305,0.926,0.126,2.43772891447648e-99,"10","gene4284"
"NT5C3B2",2.09820315529724e-105,1.90797784726181,0.901,0.119,4.1371383660668e-99,"10","NT5C3B"
"RRAGD1",2.15605046096698e-105,1.77453325489671,0.914,0.122,4.25119896456302e-99,"10","RRAGD"
"AK31",2.22801407212631e-105,2.43083852908854,0.926,0.134,4.39309343075727e-99,"10","AK3"
"gene145022",3.3450993198659e-105,1.99871523199113,0.914,0.125,6.59570961924355e-99,"10","gene14502"
"gene43811",3.68918127420148e-105,2.41665698637918,0.938,0.135,7.27415424495059e-99,"10","gene4381"
"gene26841",4.49676428501459e-105,1.86699820162388,0.864,0.106,8.86650846927038e-99,"10","gene2684"
"DHPS3",5.42503656056807e-105,1.95351941841167,0.951,0.137,1.06968321134098e-98,"10","DHPS"
"gene77701",5.94446829666485e-105,2.87177589167161,0.963,0.148,1.17210231973538e-98,"10","gene7770"
"CNOT3.12",7.08016571521252e-105,2.42993188350933,0.951,0.144,1.39603379894674e-98,"10","CNOT3.1"
"gene99333",7.73891515013249e-105,2.00838318105109,0.901,0.113,1.52592291640192e-98,"10","gene9933"
"LPCAT31",8.23640278888965e-105,1.69694488077911,0.901,0.114,1.62401519082015e-98,"10","LPCAT3"
"TFB2M1",1.32246833117054e-104,1.77658454372829,0.889,0.114,2.60758089939051e-98,"10","TFB2M"
"gene66094",1.36710248310547e-104,2.03296012775887,0.951,0.14,2.69558842237066e-98,"10","gene6609"
"gene70901",1.54641407066513e-104,2.08401306892054,0.901,0.121,3.04914658307619e-98,"10","gene7090"
"gene126362",1.5870706426567e-104,1.86241539766092,0.901,0.116,3.12931130087028e-98,"10","gene12636"
"CLIPB92",1.76976913592481e-104,2.22420521040374,0.877,0.109,3.48954760306714e-98,"10","CLIPB9"
"SYF21",2.33227447626725e-104,2.07670943331833,0.975,0.146,4.59866919540338e-98,"10","SYF2"
"gene133393",2.41174771038008e-104,2.16938086942959,0.901,0.121,4.75537078318506e-98,"10","gene13339"
"gene115861",2.60534849623654e-104,1.69508466500261,0.852,0.103,5.13710371349989e-98,"10","gene11586"
"gene90481",2.60551210809099e-104,2.23338760377856,0.938,0.14,5.13742631566474e-98,"10","gene9048"
"gene20521",2.69318122207701e-104,1.6078787946039,0.864,0.102,5.31028815417401e-98,"10","gene2052"
"FAM57A1",3.0227213805408e-104,2.2882742607352,0.963,0.148,5.96005995024546e-98,"10","FAM57A"
"gene281",3.50871163918753e-104,3.04779283204333,0.951,0.148,6.91831270070293e-98,"10","gene281"
"NCOA51",3.65383125916151e-104,1.49348005067844,0.852,0.101,7.20445274674548e-98,"10","NCOA5"
"gene100431",4.09497552238672e-104,2.02242708512533,0.951,0.141,8.07428027119257e-98,"10","gene10043"
"gene74902",4.44402573698797e-104,1.77642494474136,0.926,0.127,8.76252107898325e-98,"10","gene7490"
"gene129241",5.73723904038182e-104,1.68009530898644,0.914,0.12,1.131241828959e-97,"10","gene12924"
"NPEPL11",6.13027586000172e-104,1.99830947620052,0.926,0.131,1.2087389817786e-97,"10","NPEPL1"
"SUPT3H2",7.59655348021573e-104,1.86359347105183,0.951,0.138,1.49785271142758e-97,"10","SUPT3H"
"gene27531",8.19175521059542e-104,1.65138519288893,0.852,0.103,1.61521179117571e-97,"10","gene2753"
"gene13935",8.37524526904047e-104,1.58513177436007,0.877,0.108,1.65139149849664e-97,"10","gene13935"
"CCDC1301",8.60358208503925e-104,2.61772719872231,0.951,0.149,1.69641387869224e-97,"10","CCDC130"
"GMNN2",8.86982218992479e-104,2.17783130611645,0.938,0.134,1.74890985124508e-97,"10","GMNN"
"gene3093",1.02214975208704e-103,1.78892598161817,0.864,0.108,2.01542684012687e-97,"10","gene309"
"GPI",1.1163355252076e-103,2.05874829017941,0.926,0.133,2.20113792083467e-97,"10","GPI"
"gene104351",1.28252443701314e-103,1.83979792726238,0.914,0.126,2.52882140625396e-97,"10","gene10435"
"gene15223",1.45210098547211e-103,1.73200503326447,0.901,0.115,2.86318447440758e-97,"10","gene1522"
"THOC1",1.63684434168125e-103,2.0665946684009,0.951,0.145,3.22745274124303e-97,"10","THOC1"
"gene60861",1.88797320304146e-103,2.04178427965808,0.926,0.131,3.72261682701661e-97,"10","gene6086"
"gene94151",2.38600181108452e-103,1.95848347054622,0.914,0.124,4.70460622901133e-97,"10","gene9415"
"aurB2",3.30974103719325e-103,2.16160979918421,0.926,0.132,6.5259918193089e-97,"10","aurB"
"gene5601",7.65756675807737e-103,1.91850051899356,0.877,0.112,1.50988302279393e-96,"10","gene560"
"TBRG12",1.59429053891027e-102,2.00565797609078,0.938,0.137,3.14354715296794e-96,"10","TBRG1"
"gene95963",1.6837810140327e-102,2.10337090154818,0.926,0.136,3.32000026576201e-96,"10","gene9596"
"gene7772",2.09454400688573e-102,2.65881535329129,0.938,0.144,4.12992342920896e-96,"10","gene7772"
"gene94582",2.96502859638429e-102,2.05202770727396,0.963,0.145,5.84630403000651e-96,"10","gene9458"
"MED71",3.62311481747552e-102,1.99801546043436,0.926,0.134,7.14388751070182e-96,"10","MED7"
"TPD52L22",4.24840886032986e-102,2.05767897706401,0.938,0.137,8.37681291558197e-96,"10","TPD52L2"
"gene78752",5.4231293670928e-102,2.1760066823039,0.938,0.144,1.06930715989533e-95,"10","gene7875"
"gene9192",5.58705735891083e-102,1.53141560773028,0.852,0.103,1.10162971086045e-95,"10","gene919"
"gene145392",1.03043342034343e-101,2.29550196655322,0.901,0.127,2.03176018786242e-95,"10","gene14539"
"gene95722",1.11838354165831e-101,1.84075971063383,0.864,0.108,2.20517610341539e-95,"10","gene9572"
"gene48033",1.88940931539406e-101,2.09923380585931,0.963,0.144,3.72544848585619e-95,"10","gene4803"
"EFTUD21",2.67163614523788e-101,1.62993208322262,0.901,0.123,5.26780658428123e-95,"10","EFTUD2"
"gene89033",5.41099321391801e-101,2.03459281381722,0.938,0.14,1.06691421025225e-94,"10","gene8903"
"gene45061",6.55837284655334e-101,1.7680455911144,0.889,0.121,1.29314913353101e-94,"10","gene4506"
"gene64201",8.39405660976485e-101,1.83593405239908,0.877,0.115,1.65510063024737e-94,"10","gene6420"
"gene130191",1.12268355020141e-100,1.84948714122204,0.889,0.118,2.21365465816027e-94,"10","gene13019"
"gene78833",1.18745522862561e-100,1.67250402151581,0.914,0.122,2.34136840940823e-94,"10","gene7883"
"RAD21",1.2742095532427e-100,1.53812544189082,0.877,0.11,2.51242650923495e-94,"10","RAD21"
"TXNL4A2",1.9725308173854e-100,2.01717251240863,0.914,0.13,3.88934355677212e-94,"10","TXNL4A"
"gene43051",2.22610320676774e-100,2.30721860566762,0.914,0.13,4.38932567625391e-94,"10","gene4305"
"COMMD42",2.28361410476986e-100,2.18248678752034,0.926,0.139,4.50272296192228e-94,"10","COMMD4"
"FAM120B3",3.19829899818609e-100,1.86610864759823,0.852,0.107,6.30625564457042e-94,"10","FAM120B"
